label,probability
0.0,"[0.9040991420400382,0.09590085795996187]"
1.0,"[0.8571428571428571,0.14285714285714285]"
0.0,"[0.7239884393063584,0.27601156069364163]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.8273770846870262,0.1726229153129738]"
0.0,"[0.879344262295082,0.12065573770491804]"
0.0,"[0.9426877470355731,0.05731225296442688]"
0.0,"[0.9061406299713649,0.09385937002863506]"
1.0,"[0.8273770846870262,0.1726229153129738]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.7169811320754716,0.2830188679245283]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.8273770846870262,0.1726229153129738]"
0.0,"[0.8228070175438597,0.17719298245614035]"
1.0,"[0.8325837081459271,0.16741629185407297]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.9773071104387292,0.0226928895612708]"
0.0,"[0.9471065724011521,0.05289342759884787]"
1.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.8273770846870262,0.1726229153129738]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.879344262295082,0.12065573770491804]"
0.0,"[0.7414847161572052,0.25851528384279476]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.8273770846870262,0.1726229153129738]"
0.0,"[0.8273770846870262,0.1726229153129738]"
1.0,"[0.8335644937586685,0.1664355062413315]"
0.0,"[0.927007299270073,0.072992700729927]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9471065724011521,0.05289342759884787]"
1.0,"[0.43853820598006643,0.5614617940199336]"
1.0,"[0.30246913580246915,0.6975308641975309]"
0.0,"[0.8571428571428571,0.14285714285714285]"
1.0,"[0.8571428571428571,0.14285714285714285]"
0.0,"[0.8976545842217484,0.1023454157782516]"
0.0,"[0.8478260869565217,0.15217391304347827]"
0.0,"[1.0,0.0]"
1.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.7929515418502202,0.20704845814977973]"
1.0,"[0.5245283018867924,0.47547169811320755]"
1.0,"[0.8571428571428571,0.14285714285714285]"
0.0,"[0.8273770846870262,0.1726229153129738]"
0.0,"[0.943227899432279,0.05677210056772101]"
1.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.8325837081459271,0.16741629185407297]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.8316498316498316,0.16835016835016836]"
0.0,"[0.4935064935064935,0.5064935064935064]"
1.0,"[0.943227899432279,0.05677210056772101]"
1.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.7414847161572052,0.25851528384279476]"
1.0,"[0.1741444866920152,0.8258555133079848]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.8050139275766016,0.19498607242339833]"
0.0,"[0.7507645259938838,0.2492354740061162]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9426877470355731,0.05731225296442688]"
0.0,"[0.8600770218228498,0.1399229781771502]"
0.0,"[0.3293172690763052,0.6706827309236948]"
1.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.8273770846870262,0.1726229153129738]"
1.0,"[0.5882352941176471,0.4117647058823529]"
0.0,"[0.8571428571428571,0.14285714285714285]"
1.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.2786885245901639,0.7213114754098361]"
0.0,"[0.7239884393063584,0.27601156069364163]"
0.0,"[0.8576470588235294,0.1423529411764706]"
0.0,"[0.6818181818181818,0.3181818181818182]"
0.0,"[0.9426877470355731,0.05731225296442688]"
1.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.9471065724011521,0.05289342759884787]"
1.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.943227899432279,0.05677210056772101]"
1.0,"[0.4968152866242038,0.5031847133757962]"
0.0,"[0.7239884393063584,0.27601156069364163]"
0.0,"[0.8976545842217484,0.1023454157782516]"
1.0,"[0.4935064935064935,0.5064935064935064]"
1.0,"[0.8273770846870262,0.1726229153129738]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.8325837081459271,0.16741629185407297]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.8576470588235294,0.1423529411764706]"
1.0,"[0.25925925925925924,0.7407407407407407]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.7614213197969543,0.23857868020304568]"
0.0,"[0.30246913580246915,0.6975308641975309]"
0.0,"[0.9804789696115919,0.01952103038840813]"
1.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.9426877470355731,0.05731225296442688]"
0.0,"[0.8877551020408163,0.11224489795918367]"
0.0,"[0.9040991420400382,0.09590085795996187]"
1.0,"[0.879344262295082,0.12065573770491804]"
0.0,"[0.9426877470355731,0.05731225296442688]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.8065630397236615,0.19343696027633853]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9870578084555651,0.012942191544434857]"
1.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.8976545842217484,0.1023454157782516]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.23404255319148937,0.7659574468085106]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9804789696115919,0.01952103038840813]"
1.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.9471065724011521,0.05289342759884787]"
1.0,"[0.05842791088692728,0.9415720891130728]"
0.0,"[0.9471065724011521,0.05289342759884787]"
1.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.9773071104387292,0.0226928895612708]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.6824817518248175,0.3175182481751825]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.8877551020408163,0.11224489795918367]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.8335644937586685,0.1664355062413315]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.8571428571428571,0.14285714285714285]"
0.0,"[0.8571428571428571,0.14285714285714285]"
1.0,"[0.06338028169014084,0.9366197183098591]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.6824817518248175,0.3175182481751825]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.4126984126984127,0.5873015873015873]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9804789696115919,0.01952103038840813]"
1.0,"[0.1864406779661017,0.8135593220338984]"
1.0,"[0.9827586206896551,0.017241379310344827]"
1.0,"[0.06060606060606061,0.9393939393939394]"
1.0,"[0.48548812664907653,0.5145118733509235]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9053084648493543,0.09469153515064563]"
0.0,"[0.9053084648493543,0.09469153515064563]"
0.0,"[0.9291338582677166,0.07086614173228346]"
0.0,"[0.9870578084555651,0.012942191544434857]"
1.0,"[0.8273770846870262,0.1726229153129738]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.879344262295082,0.12065573770491804]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9053084648493543,0.09469153515064563]"
0.0,"[0.8325837081459271,0.16741629185407297]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.9870578084555651,0.012942191544434857]"
1.0,"[0.3,0.7]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.8098360655737705,0.1901639344262295]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.8325837081459271,0.16741629185407297]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.8478260869565217,0.15217391304347827]"
0.0,"[0.9725738396624473,0.027426160337552744]"
0.0,"[0.8065630397236615,0.19343696027633853]"
0.0,"[0.9049295774647887,0.09507042253521127]"
0.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.8273770846870262,0.1726229153129738]"
0.0,"[0.8335644937586685,0.1664355062413315]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9049295774647887,0.09507042253521127]"
1.0,"[0.1864406779661017,0.8135593220338984]"
1.0,"[0.30303030303030304,0.696969696969697]"
0.0,"[0.943227899432279,0.05677210056772101]"
1.0,"[0.5434782608695652,0.45652173913043476]"
0.0,"[0.43853820598006643,0.5614617940199336]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9426877470355731,0.05731225296442688]"
0.0,"[0.9049295774647887,0.09507042253521127]"
0.0,"[0.9725738396624473,0.027426160337552744]"
0.0,"[0.8877551020408163,0.11224489795918367]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9178082191780822,0.0821917808219178]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.7666666666666667,0.23333333333333334]"
0.0,"[0.943227899432279,0.05677210056772101]"
1.0,"[0.6521739130434783,0.34782608695652173]"
0.0,"[0.9870578084555651,0.012942191544434857]"
1.0,"[0.7239884393063584,0.27601156069364163]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9870578084555651,0.012942191544434857]"
1.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.4968152866242038,0.5031847133757962]"
0.0,"[0.8325837081459271,0.16741629185407297]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9725738396624473,0.027426160337552744]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9755213055303718,0.024478694469628286]"
1.0,"[0.06338028169014084,0.9366197183098591]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.7414847161572052,0.25851528384279476]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.8342342342342343,0.16576576576576577]"
0.0,"[0.8342342342342343,0.16576576576576577]"
1.0,"[0.879344262295082,0.12065573770491804]"
0.0,"[0.8342342342342343,0.16576576576576577]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.9870578084555651,0.012942191544434857]"
1.0,"[0.8342342342342343,0.16576576576576577]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.879344262295082,0.12065573770491804]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.7755102040816326,0.22448979591836735]"
0.0,"[0.5434782608695652,0.45652173913043476]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.9636363636363636,0.03636363636363636]"
1.0,"[0.5565749235474006,0.4434250764525994]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.8342342342342343,0.16576576576576577]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.6334164588528678,0.36658354114713215]"
0.0,"[0.5565749235474006,0.4434250764525994]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.7507645259938838,0.2492354740061162]"
1.0,"[0.4262295081967213,0.5737704918032787]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.8228070175438597,0.17719298245614035]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.7507645259938838,0.2492354740061162]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.8228070175438597,0.17719298245614035]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.8335644937586685,0.1664355062413315]"
0.0,"[0.7507645259938838,0.2492354740061162]"
1.0,"[0.7507645259938838,0.2492354740061162]"
1.0,"[0.8342342342342343,0.16576576576576577]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.6197183098591549,0.38028169014084506]"
0.0,"[0.9636363636363636,0.03636363636363636]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.8518518518518519,0.14814814814814814]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.8342342342342343,0.16576576576576577]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.927007299270073,0.072992700729927]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.4968152866242038,0.5031847133757962]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.8342342342342343,0.16576576576576577]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.8228070175438597,0.17719298245614035]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.879344262295082,0.12065573770491804]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[1.0,0.0]"
0.0,"[0.8342342342342343,0.16576576576576577]"
0.0,"[0.9636363636363636,0.03636363636363636]"
0.0,"[0.8342342342342343,0.16576576576576577]"
0.0,"[0.8342342342342343,0.16576576576576577]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.8342342342342343,0.16576576576576577]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.951878707976269,0.04812129202373105]"
1.0,"[0.0,1.0]"
1.0,"[0.5565749235474006,0.4434250764525994]"
0.0,"[0.879344262295082,0.12065573770491804]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.6708542713567839,0.32914572864321606]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.8228070175438597,0.17719298245614035]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.8342342342342343,0.16576576576576577]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.8575498575498576,0.14245014245014245]"
0.0,"[1.0,0.0]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.4262295081967213,0.5737704918032787]"
1.0,"[0.8342342342342343,0.16576576576576577]"
0.0,"[0.7507645259938838,0.2492354740061162]"
0.0,"[0.8342342342342343,0.16576576576576577]"
0.0,"[0.7755102040816326,0.22448979591836735]"
0.0,"[0.9636363636363636,0.03636363636363636]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.8342342342342343,0.16576576576576577]"
0.0,"[0.879344262295082,0.12065573770491804]"
0.0,"[0.9870578084555651,0.012942191544434857]"
1.0,"[0.6197183098591549,0.38028169014084506]"
1.0,"[0.5565749235474006,0.4434250764525994]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.8575498575498576,0.14245014245014245]"
0.0,"[0.8979591836734694,0.10204081632653061]"
1.0,"[0.5434782608695652,0.45652173913043476]"
0.0,"[0.9271270507439908,0.07287294925600915]"
1.0,"[0.8342342342342343,0.16576576576576577]"
0.0,"[0.9636363636363636,0.03636363636363636]"
0.0,"[0.879344262295082,0.12065573770491804]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.8342342342342343,0.16576576576576577]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.7755102040816326,0.22448979591836735]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.8098360655737705,0.1901639344262295]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.8335644937586685,0.1664355062413315]"
0.0,"[0.7239884393063584,0.27601156069364163]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.8342342342342343,0.16576576576576577]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.6824817518248175,0.3175182481751825]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.8342342342342343,0.16576576576576577]"
0.0,"[0.8342342342342343,0.16576576576576577]"
0.0,"[0.9636363636363636,0.03636363636363636]"
1.0,"[0.3387096774193548,0.6612903225806451]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.8342342342342343,0.16576576576576577]"
0.0,"[0.8342342342342343,0.16576576576576577]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.8228070175438597,0.17719298245614035]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.6197183098591549,0.38028169014084506]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.5565749235474006,0.4434250764525994]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.9852631578947368,0.014736842105263158]"
1.0,"[0.9636363636363636,0.03636363636363636]"
0.0,"[0.7175925925925926,0.2824074074074074]"
0.0,"[1.0,0.0]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.8979591836734694,0.10204081632653061]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.8342342342342343,0.16576576576576577]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.8342342342342343,0.16576576576576577]"
0.0,"[0.879344262295082,0.12065573770491804]"
1.0,"[0.3,0.7]"
0.0,"[0.5565749235474006,0.4434250764525994]"
0.0,"[0.8342342342342343,0.16576576576576577]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.8342342342342343,0.16576576576576577]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.8342342342342343,0.16576576576576577]"
0.0,"[0.7507645259938838,0.2492354740061162]"
0.0,"[0.8342342342342343,0.16576576576576577]"
0.0,"[0.7507645259938838,0.2492354740061162]"
0.0,"[0.3888888888888889,0.6111111111111112]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.879344262295082,0.12065573770491804]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.7755102040816326,0.22448979591836735]"
0.0,"[0.7755102040816326,0.22448979591836735]"
0.0,"[0.9636363636363636,0.03636363636363636]"
0.0,"[0.8854019032192751,0.11459809678072484]"
1.0,"[0.4262295081967213,0.5737704918032787]"
0.0,"[0.8342342342342343,0.16576576576576577]"
1.0,"[0.7507645259938838,0.2492354740061162]"
0.0,"[0.8342342342342343,0.16576576576576577]"
0.0,"[0.9852631578947368,0.014736842105263158]"
1.0,"[0.5565749235474006,0.4434250764525994]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9271270507439908,0.07287294925600915]"
1.0,"[0.9049295774647887,0.09507042253521127]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[1.0,0.0]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.8335644937586685,0.1664355062413315]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.7175925925925926,0.2824074074074074]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9049295774647887,0.09507042253521127]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9049295774647887,0.09507042253521127]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
